Date-time,px (m),py (m),pz (m),vx (m/s),vy (m/s),vz (m/s)
Saturday January 11 2025 22:12:00,-56259301233.30539,143825707019.9512,-232714173.07022405,-31904.01785440381,709.0286652814815,-390.384740970173
Saturday January 11 2025 22:36:44,-56292034922.5009,143826431788.5056,-233114717.73862746,-31901.983751307824,703.7235047793201,-390.3752150061834
Saturday January 11 2025 22:57:08,-56339373359.451126,143827470380.121,-233694000.7863201,-31899.04060539091,696.052957598271,-390.36141585056157
Saturday January 11 2025 23:19:00,-56378413278.86017,143828318412.59036,-234171759.22449118,-31896.612073796437,689.7285038617043,-390.35001525464673
Saturday January 11 2025 23:39:13,-56420272787.400475,143829219165.4027,-234684047.82829508,-31894.006816106452,682.9487154193998,-390.33777073455093
Saturday January 11 2025 23:55:54,-56458974170.4361,143830044109.67322,-235157709.32203868,-31891.59689054413,676.681757278829,-390.32643111208995
Sunday January 12 2025 00:11:37,-56490891434.11824,143830718771.1646,-235548357.38492948,-31889.608526120333,671.5143158021508,-390.3170655983675
Sunday January 12 2025 00:27:28,-56520958396.16059,143831349629.16312,-235916372.57672668,-31887.73469986929,666.6472311621563,-390.3082317302785
Sunday January 12 2025 00:46:05,-56551273680.09797,143831981088.97803,-236287440.65276936,-31885.84468008684,661.7407261600695,-390.29931381759627
Sunday January 12 2025 01:04:43,-56586896305.359276,143832717186.20792,-236723489.4342852,-31883.622851169963,655.9762286335783,-390.28882041166975
Sunday January 12 2025 01:24:41,-56622534207.273384,143833447206.18417,-237159743.88719207,-31881.399074457426,650.2103362830429,-390.2783071348572
Sunday January 12 2025 01:43:39,-56660745500.36021,143834222837.27893,-237627520.75603336,-31879.013615043288,644.0292891813643,-390.2670176271518
Sunday January 12 2025 02:02:36,-56696996640.69528,143834951885.86145,-238071321.5773564,-31876.749467550166,638.1664604623716,-390.25629091898213
Sunday January 12 2025 02:22:00,-56733262923.76025,143835674619.65363,-238515327.1165453,-31874.48334512015,632.3022977971457,-390.24554382877955
Sunday January 12 2025 02:42:48,-56770362929.00982,143836407117.90845,-238969559.86701345,-31872.16406228247,626.3044783076488,-390.2345332230963
